Text,Sentiment
user come over to the CS train left the station can jump on in at 29 stop after that moving onto to 29.21,positive
"MCP testing highs, stops getting hit~ ",positive
PCN any close above 680 is bullish today. I love the VOME. If the big boy want it I want it too.,positive
39.50 on HA is a big intraday level to play off today,positive
AAP Go baby go!!  425-440,negative
"Nice deals of the day CHY 4.5 mil shares secondary priced O/N 25 now at HOD 27.19, MCP trainwreck also priced 37.5 mil shares 6 now 7.34",positive
AMZN is another free money trade for today. We will see where it lands today at the close.,positive
AAP trader keeps reloading selling in 250 lots in the Feb 445P. -49 delta option could create support or push stock up temp,positive
GTAT Holding 50SMA. ooks like the stock could try and take a trip to 3.62 if volume comes in.  ,positive
AAP doji being put in on 60 min after 7 down candles,positive
AAP should buy a gold miner at this point and just drill the earth with their cash hoard.  'Be evil' campaign...mix it up,positive
CS is looking gd at HOD only 11:30am next station we pull up too 30 then my end PT is 200day magnet to 31.84 still about 2pts away,positive
GMC looks good filling gap up to 50,positive
This market is rollling over folks Study 8/10 days green? With momo stocks leading this market lower AAP VXX,negative
user: GMC looks like the free money trade for today. Headed to 49+ - so far so good,positive
ooking at FB and CST for longs next wk,positive
Took off my final DDD piece at 70.6 long from 35.2 +100%,positive
i dont have a tech friend in world that owns the stock ...thats why user: PCN No one Believes anymore :   ,positive
Why would you buy AAP when you can buy CS where the growth is... As AAP sells ipads and Iphones like crazy CS benefits,positive
user NKD the next NFX ???,positive
AAP By By 440!! next 425,negative
user: CS still getting squeezed lol agreed for another 2 pts,positive
"gap filled, time for aapl to wake up.",positive
AAP I told you!!,negative
Anybody else hearing about one of the large credit card payment processing firms being down (unable to process payments)? MA V AXP,negative
AAP weekly SI finally back under 30 - 1st time since autumn 2008 by lower trend line- Williams 80  ,positive
ANAD looking to break out over 2.70,positive
My pal has me all jazzed about TSA which I just bought for first time ... user better be right. user nailed this and my axe on it,positive
AAP Bull Trap Here,negative
FAVED... user: AAP It must be close to the bottom because I'm making money on the short side.,positive
SH Enfuego...maybe Icahn long  ,positive
AAP Ouch !!!!,negative
GS got some 145C march options today. Will leave them probably till expiration.,positive
SWI was a beaut,positive
Next time you see a free money trade free tweet then ignore at your own risk ;) AMZN GMC,positive
AAP has a herculean task ahead at 465,negative
Is it the doomsday for AAP?,negative
AAP Hmmm ower on Volume.... Will see...,negative
AAP Ouffffff,negative
AAP we are long 445 and mostly thru call ratio back spreads 2 to 1 ratio 460/440,positive
user zeno123 AN of course looking at intra-day is irrelevant for swing trading. no sign revrs  ,negative
some listened to my BIG signal on NVDA this morning and are shocked how fast that money was !  ,positive
AAP sharing a few thoughts Have a great weekend. POSTED VIDEO   ,negative
VNG - taking an overnight position for few days 3.30 - looks prime - someone accumulating some here - for something,positive
"CEN hitting resistance near 84 again today, IMO, when it breaks it, will be a big run to new highs  ",positive
SCHW - new 52 week hi & looking to close on hi - like it - we will buy more,positive
"CSN Good luck to everyone holding long, cancer patients need this more than we do!",positive
AET DVA nice job shaking off the hate and closing with bullish doji candles for the day,positive
"AAP failed to get a candle close over the 50% retrace on the day. inverse abcd, imo   ",negative
AAP is dead. No 2 ways about it.,negative
"Netflix had a great year this week, up 71%. Wow. NFX",positive
Glad that the easy money trade is over. Every joker thought that making money in the market is synonym with getting long AAP,negative
CAT ooking for miss.  Gap fill to 89,negative
INVN nice follow through day with great volume again.,positive
Some breakouts today: AGCO CAM F GMC HA JEC KAC MCS MOS NKE OSK PG TEX TMO TOO,positive
Don't shoot the mailman Point & Figure target AAP NDX QQQ Sorry #APPE Heads  ,negative
The phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies AMZN CM AX NFX DDD NKD,negative
ADNC Now that the gap is filled...  Other set ups I like: MCP CHK WCG APO   ,positive
coh - no  ,negative
ZMZ - this looks like a big power move to 24 - doing more research on it now see short intetest,positive
SEM see this going down.,negative
user: AAP next stop is 435 - low for today was 435. This stock may be dead but follows technicals to a tee,negative
AF:  As noted - Clear buyable action on Tues. Close +3.9% for the first week. Support now near 51. MOE HEE  ,positive
CAM - Closes the week strong after a decent first day action +1.5% coupled with an increase in volume. MOE HEE  ,positive
QGC seems to be finding long term range between 18.50 - 8.50 - This should be more of a position trade where you can accumulate lower,positive
user I thought FIO is pure FB play (flash) what do u know that analyst don't FB maybe losing the youth but the kiddies OVE Instagram,positive
HP after 7 straight green days that little red bar is signal to switch tracks to red for some normal profit taking,negative
CBOE the decreasing volume that slight red bar indicates after 19 straight up days it's time to switch to red bars and take some profits,negative
HES decrease volume now and a red bar will send this back to 57 - 2 points to be made more if goes higher - patience and wait,negative
HA this gets one red bar size will ruin from Jan to now in 2 days target 46 - 4 points or more to made if goes higher wait for first red,negative
INVN - any panic surge higher start short entries and save  for red bar risky but timing top on next move is good scaling start for short,negative
INVN keep close eye on this one for surge up from short bagholders - may take 2 days first red bar finish is top big short score to be made,negative
YHOO esting here after a nice move since November.  Watching for a break of 20.85 after earnings  ,positive
GPN Inverted Head and Shoulders still in play !!   ,positive
"JPM broke out an important resistance at 46,87 with solid volume. The trend is in favour of Bulls  ",positive
GIS - this is what all the others will do - first red bar major short!!! target 40 test,negative
DA volume decreasing looking for start of the red bar sequence,negative
GPN could test the 5.50 quick and make major move higher above 6.00 very bullish,positive
DSCO many little bios did well last week - DSCO will have a huge day soon - it's in the history,positive
CYCC - have this one at 5.25 and 5.50 buying more 5.90 for b/out thru 6 - can go 7 easy - very small float 7 million and 18% short,positive
GMC that gap 30-35 puts the weakest floor on this stock wouldn't be surprised to see it spill over and BN!! everyone hot red coffee bars,negative
"MCP either way, it's just 2 candles and back to 8. Next week will set the tone which way overall investor sentiment wants to take this",positive
ZQK first sign of decreasing volume and 3 (15) minute red bars with catalyst volume - short this back to 5.00 easy,negative
Super shot - user: Please help me get this viral. I mean what a putt under pressure  GOOG,positive
SAM nothing holding up the mountain that green bar eft shoulder that red bar head (smallone - lol) we see red right bar start major short,negative
"user I looks like it's getting ready for beast mode. ook at insider buying. Nice pick. I will be partaking, I think. Time2research.",positive
user ots of good setups posted here 3 weeks ago: EQIX EXPE FB GS HOG MON PII QCOM QIH SODA,positive
"AAP , want to buy more around 350",negative
P see what happened from October to Dec that slide - well it going to happen again on this historic rise wait for the red then start shorts,negative
VMI nice head and shoulders forming just need the left shoulder now and we see this go retest 140 to 138 range,negative
user ABV INFN CBS - look great for shorts thanks,negative
AAP weekly says that 350 is where there is some modicum of support. The game was over long time back.,negative
Think GMC is the next mini NFX in the making. Earnings are around the corner. Needs watching how it behaves going into it?,positive
"What would I pay for Gmail.... 1,000 year, 2,000 ? I mean how do you value something so extraordinary ... goog",positive
VHC has formed a symmetrical triangle. Breakout point is 35.5. MACD is bullish and SI is above 60  ,positive
WNC consistent pattern of new highs and sell offs - next one looks like the selloff,negative
AIA - decent pattern be patient for move above 21 will run to 23,positive
CTIC MYX - keeping close eye on both for volume surges up - don't miss the boat will go fast,positive
OS time start uptrend to fill upside gap break above 7.50 yields least .50 cent and test to 7.50 = .50 more from here = 1.00 - like it!,positive
OS stock very close to magic number 7 and holding see stabilization over 7.00 it will retest 7.50 break point - really like this one,positive
KBH tried short on Friday 18.25 tested 18 then came back 18.25 then 18.55 when comes back 18.33 I'll short attempt #2 break 18 target 16.50,negative
user That IFE is going to turn like that TPX just did - if TPX continues red - similar pattern,negative
CST looks kind of interesting. Needs more volume. A lot more.   ,positive
YHOO setting up for it's new 2013 range 22- 30 - move starts this week,positive
NKD nov and dec had disease now its the cure - not a believer - shorting,negative
HOT - Fundamentals off. More of technical play. More here ->  ,positive
HFC - Great group. ooks good. More here ->  ,positive
STZ - Strong breakout then drifted a bit lower. Good action on Friday. More here ->  ,positive
WFC - Nothing. Still watching for a buy signal. More here ->  ,positive
WAC - Down to near the 50 DMA. Great group.  More here ->  ,positive
Has anyone shorted ONP?,negative
CM should be a good SWING trade on move above 175 with VOME.,positive
ecent breakouts in DNKN GMC SBX appear to be the start of a group move. Still forming big cup bases. JVA also on watch.,positive
